Source,CH3,,
Second,Volt,,
0.00074,0.076,,
0.00076,0.072,,
0.00078,0.09,,
0.0008,0.076,,
0.00082,0.052,,
0.00084,0.012,,
0.00086,0.012,,
0.00088,0.006,,
0.0009,0.002,,
0.00092,0.016,,
0.00094,0.01,,
0.00096,0.018,,
0.00098,0.014,,
0.001,0.03,,
0.00102,0.042,,
0.00104,0.046,,
0.00106,0.062,,
0.00108,0.068,,
0.0011,0.088,,
0.00112,0.084,,
0.00114,0.092,,
0.00116,0.096,,
0.00118,0.104,,
0.0012,0.102,,
0.00122,0.12,,
0.00124,0.116,,
0.00126,0.124,,
0.00128,0.134,,
0.0013,0.122,,
0.00132,0.128,,
0.00134,0.122,,
0.00136,0.136,,
0.00138,0.126,,
0.0014,0.124,,
0.00142,0.138,,
0.00144,0.114,,
0.00146,0.13,,
0.00148,0.094,,
0.0015,0.108,,
0.00152,0.086,,
0.00154,0.058,,
0.00156,0.058,,
0.00158,0.04,,
0.0016,0.05,,
0.00162,0.046,,
0.00164,0.082,,
0.00166,0.108,,
0.00168,0.112,,
0.0017,0.158,,
0.00172,0.168,,
0.00174,0.21,,
0.00176,0.184,,
0.00178,0.172,,
0.0018,0.178,,
0.00182,0.162,,
0.00184,0.162,,
0.00186,0.15,,
0.00188,0.14,,
0.0019,0.128,,
0.00192,0.116,,
0.00194,0.11,,
0.00196,0.098,,
0.00198,0.094,,
0.002,0.104,,
0.00202,0.106,,
0.00204,0.108,,
0.00206,0.122,,
0.00208,0.124,,
0.0021,0.148,,
0.00212,0.14,,
0.00214,0.158,,
0.00216,0.156,,
0.00218,0.142,,
0.0022,0.158,,
0.00222,0.144,,
0.00224,0.164,,
0.00226,0.146,,
0.00228,0.164,,
0.0023,0.172,,
0.00232,0.148,,
0.00234,0.166,,
0.00236,0.152,,
0.00238,0.178,,
0.0024,0.156,,
0.00242,0.152,,
0.00244,0.172,,
0.00246,0.156,,
0.00248,0.172,,
0.0025,0.162,,
0.00252,0.17,,
0.00254,0.17,,
0.00256,0.172,,
0.00258,0.174,,
0.0026,0.17,,
0.00262,0.166,,
0.00264,0.166,,
0.00266,0.172,,
0.00268,0.166,,
0.0027,0.164,,
0.00272,0.168,,
0.00274,0.172,,
0.00276,0.162,,
0.00278,0.162,,
0.0028,0.156,,
0.00282,0.154,,
0.00284,0.158,,
0.00286,0.146,,
0.00288,0.15,,
0.0029,0.146,,
0.00292,0.15,,
0.00294,0.15,,
0.00296,0.144,,
0.00298,0.142,,
0.003,0.126,,
0.00302,0.138,,
0.00304,0.134,,
0.00306,0.134,,
0.00308,0.136,,
0.0031,0.128,,
0.00312,0.138,,
0.00314,0.136,,
0.00316,0.128,,
0.00318,0.136,,
0.0032,0.132,,
0.00322,0.136,,
0.00324,0.12,,
0.00326,0.12,,
0.00328,0.122,,
0.0033,0.12,,
0.00332,0.112,,
0.00334,0.104,,
0.00336,0.11,,
0.00338,0.11,,
0.0034,0.096,,
0.00342,0.11,,
0.00344,0.098,,
0.00346,0.104,,
0.00348,0.092,,
0.0035,0.09,,
0.00352,0.1,,
0.00354,0.09,,
0.00356,0.094,,
0.00358,0.086,,
0.0036,0.096,,
0.00362,0.084,,
0.00364,0.082,,
0.00366,0.094,,
0.00368,0.09,,
0.0037,0.092,,
0.00372,0.08,,
0.00374,0.08,,
0.00376,0.096,,
0.00378,0.084,,
0.0038,0.082,,
0.00382,0.086,,
0.00384,0.074,,
0.00386,0.082,,
0.00388,0.056,,
0.0039,0.062,,
0.00392,0.052,,
0.00394,0.056,,
0.00396,0.058,,
0.00398,0.042,,
0.004,0.056,,
0.00402,0.052,,
0.00404,0.054,,
0.00406,0.06,,
0.00408,0.044,,
0.0041,0.058,,
0.00412,0.044,,
0.00414,0.05,,
0.00416,0.058,,
0.00418,0.04,,
0.0042,0.052,,
0.00422,0.034,,
0.00424,0.046,,
0.00426,0.032,,
0.00428,0.016,,
0.0043,0.028,,
0.00432,0.008,,
0.00434,0.02,,
0.00436,0.008,,
0.00438,0.016,,
0.0044,0.026,,
0.00442,0.008,,
0.00444,0.03,,
0.00446,0.026,,
0.00448,0.026,,
0.0045,0.034,,
0.00452,0.02,,
0.00454,0.034,,
0.00456,0.008,,
0.00458,0.02,,
0.0046,0.024,,
0.00462,0.026,,
0.00464,0.032,,
0.00466,0.008,,
0.00468,0.06,,
0.0047,0.018,,
0.00472,0.03,,
0.00474,0.044,,
0.00476,0.012,,
0.00478,0.044,,
0.0048,0.016,,
0.00482,0.048,,
0.00484,0.026,,
0.00486,0.016,,
0.00488,0.064,,
0.0049,0.072,,
0.00492,0.072,,
0.00494,0.05,,
0.00496,0.06,,
0.00498,0.112,,
0.005,0.074,,
0.00502,0.074,,
0.00504,0.082,,
0.00506,0.064,,
0.00508,0.086,,
0.0051,0.064,,
0.00512,0.07,,
0.00514,0.078,,
0.00516,0.064,,
0.00518,0.076,,
0.0052,0.064,,
0.00522,0.076,,
0.00524,0.076,,
0.00526,0.066,,
0.00528,0.078,,
0.0053,0.066,,
0.00532,0.09,,
0.005339999,0.068,,
0.00536,0.066,,
0.00538,0.082,,
0.005399999,0.064,,
0.00542,0.08,,
0.00544,0.066,,
0.005459999,0.078,,
0.00548,0.078,,
0.0055,0.062,,
0.005519999,0.08,,
0.00554,0.062,,
0.00556,0.068,,
0.005579999,0.064,,
0.0056,0.066,,
0.00562,0.076,,
0.005639999,0.066,,
0.00566,0.074,,
0.00568,0.068,,
0.005699999,0.066,,
0.00572,0.072,,
0.00574,0.058,,
0.00576,0.062,,
0.00578,0.072,,
0.0058,0.06,,
0.00582,0.068,,
0.00584,0.068,,
0.00586,0.074,,
0.00588,0.07,,
0.0059,0.072,,
0.00592,0.068,,
0.00594,0.074,,
0.00596,0.072,,
0.00598,0.07,,
0.006,0.07,,
0.00602,0.066,,
0.00604,0.074,,
0.00606,0.074,,
0.00608,0.068,,
0.0061,0.072,,
0.00612,0.07,,
0.00614,0.07,,
0.00616,0.062,,
0.00618,0.07,,
0.0062,0.06,,
0.00622,0.062,,
0.00624,0.074,,
0.00626,0.072,,
0.00628,0.072,,
0.0063,0.07,,
0.00632,0.072,,
0.00634,0.066,,
0.00636,0.064,,
0.006379999,0.052,,
0.0064,0.068,,
0.00642,0.058,,
0.006439999,0.066,,
0.00646,0.074,,
0.00648,0.058,,
0.006499999,0.068,,
0.00652,0.052,,
0.00654,0.076,,
0.006559999,0.058,,
0.00658,0.052,,
0.0066,0.066,,
0.006619999,0.056,,
0.00664,0.074,,
0.00666,0.048,,
0.006679999,0.07,,
0.0067,0.068,,
0.00672,0.05,,
0.006739999,0.064,,
0.00676,0.06,,
0.00678,0.066,,
0.006799999,0.05,,
0.00682,0.06,,
0.00684,0.058,,
0.006859999,0.056,,
0.00688,0.064,,
0.0069,0.062,,
0.006919999,0.072,,
0.00694,0.06,,
0.00696,0.056,,
0.006979999,0.064,,
0.007,0.058,,
0.00702,0.046,,
0.00704,0.064,,
0.00706,0.054,,
0.00708,0.06,,
0.0071,0.076,,
0.00712,0.06,,
0.00714,0.068,,
0.00716,0.054,,
0.00718,0.076,,
0.0072,0.048,,
0.00722,0.04,,
0.00724,0.062,,
0.00726,0.044,,
0.00728,0.064,,
0.0073,0.034,,
0.00732,0.056,,
0.00734,0.068,,
0.00736,0.026,,
0.00738,0.062,,
0.0074,0.042,,
0.00742,0.066,,
0.00744,0.044,,
0.00746,0.056,,
0.007479999,0.068,,
0.0075,0.046,,
0.00752,0.058,,
0.007539999,0.058,,
0.00756,0.064,,
0.00758,0.052,,
0.007599999,0.042,,
0.00762,0.06,,
0.00764,0.052,,
0.007659999,0.044,,
0.00768,0.044,,
0.0077,0.052,,
0.007719999,0.044,,
0.00774,0.058,,
0.00776,0.048,,
0.007779999,0.056,,
0.0078,0.04,,
0.00782,0.05,,
0.00784,0.044,,
0.00786,0.034,,
0.007879999,0.052,,
0.007899999,0.04,,
0.00792,0.056,,
0.00794,0.042,,
0.00796,0.046,,
0.00798,0.06,,
0.007999999,0.03,,
0.008019999,0.05,,
0.00804,0.034,,
0.00806,0.052,,
0.00808,0.04,,
0.0081,0.032,,
0.008119999,0.054,,
0.008139999,0.034,,
0.00816,0.044,,
0.00818,0.046,,
0.0082,0.054,,
0.00822,0.04,,
0.008239999,0.038,,
0.008259999,0.048,,
0.00828,0.046,,
0.0083,0.048,,
0.00832,0.04,,
0.00834,0.054,,
0.008359999,0.046,,
0.008379999,0.052,,
0.0084,0.046,,
0.00842,0.048,,
0.00844,0.052,,
0.00846,0.042,,
0.008479999,0.054,,
0.008499999,0.036,,
0.008519999,0.046,,
0.00854,0.052,,
0.00856,0.32,,
0.00858,0.186,,
0.008599999,-0.004,,
0.008619999,-0.008,,
0.008639999,0.012,,
0.00866,0.016,,
0.00868,-0.01,,
0.0087,0.002,,
0.008719999,0,,
0.008739999,0.002,,
0.008759999,0.012,,
0.00878,-0.004,,
0.0088,0.012,,
0.00882,0.002,,
0.008839999,0.012,,
0.008859999,0.006,,
0.008879999,0.004,,
0.0089,0.014,,
0.00892,0,,
0.00894,0.014,,
0.00896,0.012,,
0.008979999,0.002,,
0.008999999,0.018,,
0.00902,0.002,,
0.00904,0.01,,
0.00906,0.004,,
0.00908,-0.006,,
0.009099999,0.008,,
0.009119999,0.004,,
0.00914,0.004,,
0.00916,-0.004,,
0.00918,0.008,,
0.0092,0.014,,
0.009219999,-0.004,,
0.009239999,0.014,,
0.00926,-0.002,,
0.00928,0.016,,
0.0093,0.004,,
0.00932,-0.01,,
0.009339999,0.022,,
0.009359999,-0.002,,
0.00938,0.008,,
0.0094,0,,
0.00942,0.002,,
0.00944,0.01,,
0.009459999,-0.002,,
0.009479999,0.01,,
0.0095,0.006,,
0.00952,0.008,,
0.00954,0.012,,
0.00956,-0.004,,
0.009579999,0.018,,
0.009599999,0.01,,
0.009619999,0.006,,
0.00964,0.014,,
0.00966,-0.002,,
0.00968,0.012,,
0.009699999,0,,
0.009719999,-0.008,,
0.009739999,0.016,,
0.00976,-0.004,,
0.00978,0.018,,
0.0098,-0.006,,
0.009819999,0.008,,
0.009839999,0.02,,
0.009859999,-0.002,,
0.00988,0.016,,
0.0099,0.006,,
0.00992,0.02,,
0.009939999,0.004,,
0.009959999,-0.01,,
0.009979999,0.024,,
0.01,-0.016,,
0.01002,0.026,,
0.01004,-0.018,,
0.010059999,0.028,,
0.010079999,0,,
0.010099999,-0.018,,
0.01012,0.028,,
0.01014,-0.012,,
0.01016,0.024,,
0.010179999,0.004,,
0.010199999,-0.008,,
0.010219999,0.022,,
0.01024,-0.016,,
0.01026,0.012,,
0.01028,0.014,,
0.0103,-0.016,,
0.010319999,0.02,,
0.010339999,-0.012,,
0.01036,0.02,,
0.01038,-0.002,,
0.0104,0,,
0.01042,0.026,,
0.010439999,-0.026,,
0.010459999,0.016,,
0.01048,-0.012,,
0.0105,0.024,,
0.01052,0.006,,
0.01054,-0.016,,
0.01056,0.038,,
0.01058,-0.012,,
0.0106,0.014,,
0.01062,0.006,,
0.01064,-0.008,,
0.01066,0.024,,
0.010679999,-0.012,,
0.0107,0.016,,
0.01072,0.004,,
0.01074,-0.004,,
0.01076,0.014,,
0.01078,-0.012,,
0.010799999,0.016,,
0.01082,-0.004,,
0.01084,-0.002,,
0.01086,0.014,,
0.01088,-0.018,,
0.0109,0.022,,
0.010919999,-0.008,,
0.01094,-0.014,,
0.01096,0.012,,
0.01098,-0.016,,
0.011,0.01,,
0.01102,-0.02,,
0.011039999,0.012,,
0.01106,0.014,,
0.01108,-0.022,,
0.0111,0.01,,
0.01112,-0.01,,
0.01114,0.028,,
0.011159999,-0.004,,
0.01118,-0.008,,
0.0112,0.026,,
0.01122,-0.008,,
0.01124,0.022,,
0.01126,0,,
0.011279999,0.008,,
0.0113,0.018,,
0.01132,-0.004,,
0.01134,0.006,,
0.01136,0.006,,
0.01138,0.006,,
0.011399999,0.004,,
0.01142,-0.008,,
0.01144,0.012,,
0.01146,0,,
0.01148,0.002,,
0.0115,0.002,,
0.01152,0.002,,
0.01154,0.014,,
0.01156,-0.01,,
0.01158,-0.004,,
0.0116,0.006,,
0.01162,-0.008,,
0.01164,0.006,,
0.01166,-0.006,,
0.01168,0.008,,
0.0117,0.008,,
0.01172,0.006,,
0.01174,0.004,,
0.01176,0.008,,
0.011779999,0.016,,
0.0118,0.002,,
0.01182,-0.01,,
0.01184,0,,
0.01186,0.002,,
0.01188,0,,
0.011899999,0.002,,
0.01192,0,,
0.01194,0.014,,
0.01196,-0.002,,
0.01198,0.012,,
0.012,0.008,,
0.012019999,-0.008,,
0.01204,0.006,,
0.01206,-0.006,,
0.01208,0.016,,
0.0121,0,,
0.01212,0.014,,
0.012139999,0.016,,
0.01216,-0.002,,
0.01218,0.008,,
0.0122,-0.01,,
0.01222,0.014,,
0.01224,-0.008,,
0.012259999,-0.004,,
0.01228,0.008,,
0.0123,-0.008,,
0.01232,0.018,,
0.01234,0,,
0.01236,0.02,,
0.012379999,0,,
0.0124,-0.002,,
0.01242,0.014,,
0.01244,0,,
0.01246,0.002,,
0.01248,-0.006,,
0.012499999,0,,
0.01252,0.01,,
0.01254,0,,
0.01256,0,,
0.01258,0.02,,
0.0126,0,,
0.012619999,0.014,,
0.01264,0.008,,
0.01266,-0.002,,
0.01268,0.012,,
0.0127,-0.004,,
0.01272,0.01,,
0.012739999,-0.008,,
0.012759999,0.008,,
0.01278,0.022,,
0.0128,-0.004,,
0.01282,0.01,,
0.01284,-0.006,,
0.01286,0.018,,
0.012879999,-0.002,,
0.0129,-0.01,,
0.01292,0.014,,
0.01294,0.002,,
0.01296,0.012,,
0.01298,0,,
0.012999999,0.01,,
0.01302,0.004,,
0.01304,0.004,,
0.01306,0.006,,
0.01308,0.002,,
0.0131,0,,
0.013119999,0,,
0.01314,0.006,,
0.01316,0.012,,
0.01318,0.002,,
0.0132,0.002,,
0.01322,0.012,,
0.013239999,0.008,,
0.01326,0.012,,
0.01328,0.01,,
0.0133,0,,
0.01332,0.01,,
0.01334,-0.002,,
0.013359999,0.014,,
0.01338,0.002,,
0.0134,0.012,,
0.01342,0.02,,
0.01344,0,,
0.01346,0.008,,
0.013479999,0,,
0.0135,0.018,,
0.01352,0.004,,
0.01354,-0.006,,
0.01356,0.014,,
0.01358,0.006,,
0.013599999,0.014,,
0.01362,0.004,,
0.01364,0.018,,
0.01366,0.01,,
0.01368,0.008,,
0.0137,0.012,,
0.013719999,0.008,,
0.01374,0.01,,
0.01376,0.006,,
0.01378,0.01,,
0.0138,0.008,,
0.01382,0.008,,
0.013839999,0.012,,
0.013859999,0.008,,
0.01388,0.022,,
0.0139,0.008,,
0.01392,0.01,,
0.01394,0.01,,
0.013959999,0.01,,
0.013979999,0.008,,
0.014,0.012,,
0.01402,0.01,,
0.01404,0.016,,
0.01406,0.016,,
0.01408,0.014,,
0.014099999,0.012,,
0.01412,0.008,,
0.01414,0.016,,
0.01416,0.012,,
0.01418,0.004,,
0.0142,0.014,,
0.014219999,0.008,,
0.01424,0.024,,
0.01426,0.006,,
0.01428,0.02,,
0.0143,0.02,,
0.01432,0.012,,
0.014339999,0.014,,
0.01436,0.008,,
0.01438,0.014,,
0.0144,0.012,,
0.01442,0.018,,
0.01444,0.014,,
0.014459999,0.012,,
0.01448,0.018,,
0.0145,0.012,,
0.01452,0.022,,
0.01454,0.016,,
0.01456,0.016,,
0.014579999,0.02,,
0.0146,0.014,,
0.01462,0.018,,
0.01464,0.022,,
0.01466,0.024,,
0.01468,0.026,,
0.014699999,0.024,,
0.01472,0.028,,
0.01474,0.022,,
0.01476,0.024,,
0.01478,0.032,,
0.0148,0.028,,
0.014819999,0.036,,
0.01484,0.026,,
0.01486,0.038,,
0.01488,0.05,,
0.0149,0.036,,
0.01492,0.05,,
0.014939999,0.046,,
0.014959999,0.048,,
0.01498,0.054,,
0.015,0.046,,
0.01502,0.048,,
0.01504,0.048,,
0.015059999,0.048,,
0.015079999,0.046,,
0.0151,0.04,,
0.01512,0.056,,
0.01514,0.044,,
0.01516,0.048,,
0.015179999,0.052,,
0.015199999,0.038,,
0.01522,0.06,,
0.01524,0.044,,
0.01526,0.058,,
0.01528,0.068,,
0.015299999,0.048,,
0.015319999,0.06,,
0.01534,0.05,,
0.01536,0.068,,
0.01538,0.048,,
0.0154,0.042,,
0.01542,0.05,,
0.015439999,0.036,,
0.01546,0.044,,
0.01548,0.026,,
0.0155,0.042,,
0.01552,0.054,,
0.01554,0.044,,
0.015559999,0.076,,
0.01558,0.086,,
0.0156,0.108,,
0.01562,0.112,,
0.01564,0.112,,
0.015659998,0.134,,
0.01568,0.112,,
0.0157,0.118,,
0.01572,0.112,,
0.01574,0.094,,
0.015759998,0.102,,
0.01578,0.082,,
0.0158,0.094,,
0.01582,0.088,,
0.01584,0.078,,
0.015859998,0.102,,
0.01588,0.076,,
0.015899998,0.094,,
0.01592,0.094,,
0.01594,0.088,,
0.01596,0.106,,
0.01598,0.084,,
0.015999998,0.12,,
0.01602,0.104,,
0.016039998,0.106,,
0.01606,0.12,,
0.01608,0.108,,
0.016099998,0.128,,
0.01612,0.11,,
0.016139998,0.126,,
0.01616,0.134,,
0.01618,0.118,,
0.0162,0.144,,
0.01622,0.128,,
0.016239998,0.144,,
0.01626,0.142,,
0.016279998,0.136,,
0.0163,0.168,,
0.01632,0.14,,
0.016339998,0.16,,
0.01636,0.158,,
0.016379998,0.142,,
0.0164,0.152,,
0.01642,0.138,,
0.01644,0.176,,
0.01646,0.144,,
0.016479998,0.148,,
0.0165,0.162,,
0.016519998,0.14,,
0.01654,0.166,,
0.01656,0.14,,
0.016579998,0.158,,
0.0166,0.158,,
0.016619998,0.134,,
0.01664,0.164,,
0.01666,0.146,,
0.01668,0.162,,
0.0167,0.15,,
0.016719998,0.15,,
0.01674,0.158,,
0.016759998,0.136,,
0.01678,0.15,,
0.0168,0.144,,
0.01682,0.142,,
0.01684,0.148,,
0.016859998,0.126,,
0.01688,0.14,,
0.0169,0.134,,
0.01692,0.13,,
0.01694,0.134,,
0.016959998,0.13,,
0.01698,0.142,,
0.016999998,0.142,,
0.01702,0.136,,
0.01704,0.14,,
0.01706,0.134,,
0.01708,0.15,,
0.017099998,0.128,,
0.01712,0.134,,
0.017139998,0.138,,
0.01716,0.32,,
0.01718,0.306,,
0.017199998,0.082,,
0.01722,0.07,,
0.017239998,0.084,,
0.01726,0.082,,
0.01728,0.09,,
0.0173,0.084,,
0.01732,0.084,,
0.017339998,0.08,,
0.01736,0.084,,
0.017379998,0.09,,
0.0174,0.082,,
0.01742,0.084,,
0.017439998,0.082,,
0.01746,0.086,,
0.017479998,0.056,,
0.0175,0.01,,
0.01752,0.01,,
0.01754,0,,
0.01756,0.002,,
0.017579998,0.008,,
0.0176,0.01,,
0.017619998,0.022,,
0.01764,0.022,,
0.01766,0.032,,
0.017679998,0.036,,
0.0177,0.046,,
0.017719998,0.066,,
0.01774,0.062,,
0.01776,0.084,,
0.01778,0.078,,
0.0178,0.094,,
0.017819998,0.1,,
0.01784,0.098,,
0.017859998,0.11,,
0.01788,0.11,,
0.0179,0.116,,
0.01792,0.118,,
0.01794,0.12,,
0.017959998,0.126,,
0.01798,0.128,,
0.018,0.136,,
0.01802,0.142,,
0.01804,0.132,,
0.018059998,0.13,,
0.01808,0.136,,
0.018099998,0.128,,
0.01812,0.12,,
0.01814,0.098,,
0.01816,0.1,,
0.01818,0.076,,
0.018199998,0.062,,
0.01822,0.062,,
0.018239998,0.048,,
0.01826,0.054,,
0.01828,0.05,,
0.018299998,0.076,,
0.01832,0.088,,
0.018339998,0.112,,
0.01836,0.162,,
0.01838,0.174,,
0.0184,0.198,,
0.01842,0.172,,
0.018439998,0.196,,
0.01846,0.188,,
0.018479998,0.154,,
0.0185,0.166,,
0.01852,0.14,,
0.018539998,0.148,,
0.01856,0.118,,
0.018579998,0.116,,
0.0186,0.11,,
0.01862,0.096,,
0.01864,0.098,,
0.01866,0.102,,
0.018679998,0.112,,
0.0187,0.112,,
0.018719998,0.122,,
0.01874,0.136,,
0.01876,0.136,,
0.018779998,0.136,,
0.0188,0.146,,
0.018819998,0.148,,
0.01884,0.15,,
0.01886,0.166,,
0.01888,0.15,,
0.0189,0.164,,
0.018919998,0.146,,
0.01894,0.164,,
0.018959998,0.154,,
0.01898,0.146,,
0.019,0.164,,
0.019019998,0.152,,
0.01904,0.166,,
0.019059998,0.15,,
0.01908,0.172,,
0.0191,0.182,,
0.01912,0.148,,
0.01914,0.172,,
0.019159998,0.154,,
0.01918,0.184,,
0.019199998,0.158,,
0.01922,0.17,,
0.01924,0.178,,
0.01926,0.162,,
0.01928,0.176,,
0.019299998,0.168,,
0.01932,0.186,,
0.019339998,0.16,,
0.01936,0.16,,
0.01938,0.174,,
0.019399998,0.164,,
0.01942,0.168,,
0.019439998,0.15,,
0.01946,0.16,,
0.01948,0.16,,
0.0195,0.16,,
0.01952,0.154,,
0.019539998,0.158,,
0.01956,0.15,,
0.019579998,0.148,,
0.0196,0.14,,
0.01962,0.13,,
0.019639998,0.138,,
0.01966,0.136,,
0.019679998,0.148,,
0.0197,0.13,,
0.01972,0.136,,
0.01974,0.142,,
0.01976,0.124,,
0.019779998,0.134,,
0.0198,0.118,,
0.019819998,0.134,,
0.01984,0.12,,
0.01986,0.124,,
0.019879998,0.132,,
0.0199,0.122,,
0.019919998,0.134,,
0.01994,0.122,,
0.01996,0.132,,
0.01998,0.112,,
0.02,0.114,,
0.020019998,0.124,,
0.02004,0.108,,
0.020059998,0.112,,
0.02008,0.096,,
0.0201,0.104,,
0.020119998,0.102,,
0.02014,0.098,,
0.020159998,0.106,,
0.02018,0.096,,
0.020199998,0.096,,
0.02022,0.092,,
0.02024,0.09,,
0.020259998,0.092,,
0.02028,0.092,,
0.020299998,0.094,,
0.02032,0.096,,
0.02034,0.086,,
0.020359998,0.092,,
0.02038,0.094,,
0.020399998,0.094,,
0.02042,0.094,,
0.020439998,0.076,,
0.02046,0.086,,
0.02048,0.08,,
0.020499998,0.082,,
0.02052,0.084,,
0.020539998,0.08,,
0.02056,0.086,,
0.02058,0.066,,
0.0206,0.062,,
0.02062,0.056,,
0.020639998,0.058,,
0.02066,0.054,,
0.020679998,0.052,,
0.0207,0.058,,
0.02072,0.046,,
0.020739998,0.048,,
0.02076,0.054,,
0.020779998,0.046,,
0.0208,0.056,,
0.02082,0.046,,
0.02084,0.04,,
0.02086,0.056,,
0.020879998,0.042,,
0.0209,0.044,,
0.020919998,0.026,,
0.02094,0.026,,
0.02096,0.022,,
0.020979998,0.012,,
0.021,0.016,,
0.021019998,0.01,,
0.02104,0.026,,
0.02106,0.016,,
0.02108,0.02,,
0.0211,0.036,,
0.021119998,0.028,,
0.02114,0.034,,
0.021159998,0.026,,
0.02118,0.026,,
0.0212,0.03,,
0.021219998,0.008,,
0.02124,0.022,,
0.021259998,0.012,,
0.02128,0.026,,
0.021299998,0.014,,
0.02132,0.018,,
0.02134,0.026,,
0.021359998,0.012,,
0.02138,0.026,,
0.021399998,0.018,,
0.02142,0.032,,
0.02144,0.02,,
0.021459998,0.01,,
0.02148,0.034,,
0.021499998,0.02,,
0.02152,0.018,,
0.021539998,0.024,,
0.02156,0.03,,
0.02158,0.026,,
0.021599998,0.022,,
0.02162,0.064,,
0.021639998,0.03,,
0.02166,0.05,,
0.02168,0.06,,
0.021699998,0.016,,
0.02172,0.116,,
0.021739998,0.058,,
0.02176,0.106,,
0.021779998,0.056,,
0.0218,0.094,,
0.02182,0.092,,
0.021839998,0.078,,
0.02186,0.068,,
0.021879998,0.078,,
0.0219,0.064,,
0.02192,0.088,,
0.02194,0.062,,
0.02196,0.076,,
0.021979998,0.084,,
0.022,0.054,,
0.022019998,0.08,,
0.02204,0.066,,
0.02206,0.08,,
0.022079998,0.072,,
0.0221,0.06,,
0.022119998,0.084,,
0.02214,0.06,,
0.02216,0.072,,
0.02218,0.08,,
0.0222,0.064,,
0.022219998,0.076,,
0.02224,0.056,,
0.022259998,0.088,,
0.02228,0.062,,
0.0223,0.064,,
0.022319998,0.084,,
0.02234,0.064,,
0.022359998,0.082,,
0.02238,0.052,,
0.022399998,0.078,,
0.02242,0.078,,
0.02244,0.05,,
0.022459998,0.084,,
0.02248,0.058,,
0.022499998,0.082,,
0.02252,0.066,,
0.02254,0.062,,
0.022559998,0.078,,
0.02258,0.06,,
0.022599998,0.072,,
0.02262,0.062,,
0.022639998,0.066,,
0.02266,0.076,,
0.02268,0.054,,
0.022699998,0.08,,
0.02272,0.064,,
0.022739998,0.064,,
0.02276,0.078,,
0.02278,0.054,,
0.022799998,0.078,,
0.02282,0.082,,
0.022839998,0.06,,
0.02286,0.076,,
0.022879998,0.066,,
0.0229,0.08,,
0.02292,0.062,,
0.022939998,0.066,,
0.02296,0.074,,
0.022979998,0.06,,
0.023,0.07,,
0.02302,0.052,,
0.02304,0.068,,
0.02306,0.07,,
0.023079998,0.048,,
0.0231,0.07,,
0.023119998,0.058,,
0.02314,0.058,,
0.02316,0.062,,
0.023179998,0.06,,
0.0232,0.06,,
0.023219998,0.058,,
0.02324,0.064,,
0.02326,0.066,,
0.02328,0.064,,
0.0233,0.064,,
0.023319998,0.048,,
0.02334,0.068,,
0.023359998,0.058,,
0.02338,0.06,,
0.0234,0.07,,
0.023419998,0.054,,
0.02344,0.074,,
0.023459998,0.066,,
0.02348,0.064,,
0.023499998,0.068,,
0.02352,0.056,,
0.02354,0.068,,
0.023559998,0.054,,
0.02358,0.062,,
0.023599998,0.054,,
0.02362,0.058,,
0.02364,0.06,,
0.023659998,0.052,,
0.02368,0.062,,
0.023699998,0.066,,
0.02372,0.06,,
0.023739998,0.062,,
0.02376,0.064,,
0.02378,0.054,,
0.023799998,0.066,,
0.02382,0.052,,
0.023839998,0.062,,
0.02386,0.058,,
0.02388,0.052,,
0.023899998,0.062,,
0.02392,0.042,,
0.023939998,0.056,,
0.02396,0.042,,
0.023979998,0.05,,
0.024,0.05,,
0.02402,0.036,,
0.024039998,0.064,,
0.02406,0.048,,
0.024079998,0.064,,
0.0241,0.05,,
0.02412,0.06,,
0.024139998,0.056,,
0.02416,0.046,,
0.024179998,0.058,,
0.0242,0.06,,
0.024219998,0.056,,
0.02424,0.042,,
0.02426,0.06,,
0.024279998,0.06,,
0.0243,0.044,,
0.024319998,0.054,,
0.02434,0.05,,
0.02436,0.072,,
0.02438,0.04,,
0.0244,0.044,,
0.024419998,0.044,,
0.02444,0.048,,
0.024459998,0.048,,
0.02448,0.052,,
0.0245,0.054,,
0.024519998,0.04,,
0.02454,0.052,,
0.024559998,0.044,,
0.02458,0.042,,
0.024599998,0.042,,
0.02462,0.036,,
0.02464,0.046,,
0.024659998,0.038,,
0.02468,0.05,,
0.024699998,0.042,,
0.02472,0.054,,
0.02474,0.036,,
0.024759998,0.054,,
0.02478,0.046,,
0.024799998,0.038,,
0.02482,0.046,,
0.024839998,0.04,,
0.02486,0.052,,
0.02488,0.026,,
0.024899998,0.058,,
0.02492,0.054,,
0.024939998,0.038,,
0.02496,0.052,,
0.02498,0.036,,
0.024999998,0.072,,
0.02502,0.032,,
0.025039998,0.036,,
0.02506,0.054,,
0.025079998,0.038,,
0.0251,0.052,,
0.02512,0.044,,
0.025139998,0.062,,
0.02516,0.05,,
0.025179998,0.048,,
0.0252,0.056,,
0.02522,0.32,,
0.025239998,0.232,,
0.02526,-0.006,,
0.025279998,-0.016,,
0.0253,0.026,,
0.025319998,0.014,,
0.02534,-0.002,,
0.02536,0.018,,
0.025379998,-0.004,,
0.0254,0.014,,
0.025419998,0.01,,
0.02544,-0.008,,
0.025459998,0.016,,
0.025479998,-0.002,,
0.0255,0.014,,
0.025519998,-0.008,,
0.02554,0.012,,
0.025559998,0.026,,
